"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cd209a",0,1.97628782535238,0.521,0.111,0,"Non-migr cDC2","Cd209a"
"Cfp",0,1.56534754877718,0.867,0.414,0,"Non-migr cDC2","Cfp"
"Klrd1",0,1.48925070363222,0.835,0.354,0,"Non-migr cDC2","Klrd1"
"Mdh2",0,1.42760931094197,0.94,0.718,0,"Non-migr cDC2","Mdh2"
"Il1r2",0,1.31272686813241,0.66,0.305,0,"Non-migr cDC2","Il1r2"
"Napsa",0,1.27361432243511,0.983,0.746,0,"Non-migr cDC2","Napsa"
"Ckb",0,1.17157564941339,0.885,0.552,0,"Non-migr cDC2","Ckb"
"Gm2a",0,1.14907210583365,0.968,0.731,0,"Non-migr cDC2","Gm2a"
"S100a4",0,1.148762230964,0.983,0.788,0,"Non-migr cDC2","S100a4"
"H2-Oa",0,1.13232230514678,0.802,0.385,0,"Non-migr cDC2","H2-Oa"
"H2-DMb2",0,1.12453874215418,0.868,0.563,0,"Non-migr cDC2","H2-DMb2"
"Cd7",0,1.10577398363169,0.475,0.097,0,"Non-migr cDC2","Cd7"
"Clec10a",0,1.02754996093837,0.401,0.137,0,"Non-migr cDC2","Clec10a"
"Ifitm6",0,1.01221073655817,0.529,0.143,0,"Non-migr cDC2","Ifitm6"
"Gsn",0,1.00784867263417,0.868,0.521,0,"Non-migr cDC2","Gsn"
"Fh1",0,0.976194710341958,0.661,0.285,0,"Non-migr cDC2","Fh1"
"Vrk1",0,0.934571529886416,0.738,0.338,0,"Non-migr cDC2","Vrk1"
"Ifitm2",0,0.894458718685702,0.982,0.87,0,"Non-migr cDC2","Ifitm2"
"S100a6",0,0.874538379783352,0.998,0.94,0,"Non-migr cDC2","S100a6"
"Ccnd3",0,0.832049099821646,0.73,0.356,0,"Non-migr cDC2","Ccnd3"
"Limd2",0,0.829673698581814,0.89,0.618,0,"Non-migr cDC2","Limd2"
"Cd300a",0,0.827726191009668,0.752,0.388,0,"Non-migr cDC2","Cd300a"
"Coro1a",0,0.820125723552016,0.991,0.916,0,"Non-migr cDC2","Coro1a"
"H2afy",0,0.808215035394578,0.953,0.752,0,"Non-migr cDC2","H2afy"
"Itgb7",0,0.781372384964271,0.766,0.425,0,"Non-migr cDC2","Itgb7"
"Alox5ap",0,0.760709063917184,0.938,0.691,0,"Non-migr cDC2","Alox5ap"
"Cyp4f16",0,0.73678900088698,0.513,0.181,0,"Non-migr cDC2","Cyp4f16"
"Ltb",0,0.727617506592962,0.5,0.196,0,"Non-migr cDC2","Ltb"
"Rac2",0,0.718188051042448,0.896,0.585,0,"Non-migr cDC2","Rac2"
"H2-Ob",0,0.709801603965649,0.62,0.272,0,"Non-migr cDC2","H2-Ob"
"Eef1g",0,0.706867523655013,0.982,0.902,0,"Non-migr cDC2","Eef1g"
"Emb",0,0.695975809182663,0.702,0.331,0,"Non-migr cDC2","Emb"
"H2-DMa",0,0.683331199538355,0.993,0.867,0,"Non-migr cDC2","H2-DMa"
"Taldo1",0,0.665880275222722,0.962,0.829,0,"Non-migr cDC2","Taldo1"
"Ccnd1",0,0.655135980182806,0.797,0.446,0,"Non-migr cDC2","Ccnd1"
"Rpl4",0,0.646098265584875,0.997,0.979,0,"Non-migr cDC2","Rpl4"
"Eif5a",0,0.633481262715278,0.964,0.87,0,"Non-migr cDC2","Eif5a"
"Rpl14",0,0.632921447712455,0.999,0.988,0,"Non-migr cDC2","Rpl14"
"Rps18",0,0.630116356667177,1,0.996,0,"Non-migr cDC2","Rps18"
"Rpl3",0,0.628627363000484,0.999,0.973,0,"Non-migr cDC2","Rpl3"
"Rpl10a",0,0.625921120132753,0.999,0.971,0,"Non-migr cDC2","Rpl10a"
"Rps4x",0,0.615274275733475,1,0.996,0,"Non-migr cDC2","Rps4x"
"Ldha",0,0.611227735743246,0.944,0.766,0,"Non-migr cDC2","Ldha"
"Akr7a5",0,0.605876261930121,0.507,0.156,0,"Non-migr cDC2","Akr7a5"
"Arhgdib",0,0.603365419285065,0.955,0.786,0,"Non-migr cDC2","Arhgdib"
"Rps27a",0,0.584409010170846,1,0.999,0,"Non-migr cDC2","Rps27a"
"Kmo",0,0.580009959749487,0.58,0.241,0,"Non-migr cDC2","Kmo"
"Rpl13",0,0.571365186521627,1,0.999,0,"Non-migr cDC2","Rpl13"
"Rps8",0,0.570393069663036,1,0.996,0,"Non-migr cDC2","Rps8"
"Rpl8",0,0.561887436022961,1,0.996,0,"Non-migr cDC2","Rpl8"
"Rps6",0,0.561255483884421,0.999,0.998,0,"Non-migr cDC2","Rps6"
"Rpl6",0,0.545808799803096,0.999,0.995,0,"Non-migr cDC2","Rpl6"
"Ppp1r14a",0,0.537650498991935,0.312,0.069,0,"Non-migr cDC2","Ppp1r14a"
"Lta4h",0,0.524510848317111,0.465,0.172,0,"Non-migr cDC2","Lta4h"
"Mef2c",0,0.521117687935104,0.463,0.158,0,"Non-migr cDC2","Mef2c"
"Rps2",0,0.520947996269667,0.999,0.993,0,"Non-migr cDC2","Rps2"
"Rplp0",0,0.51985710270471,0.999,0.994,0,"Non-migr cDC2","Rplp0"
"Rpl12",0,0.517280280038797,0.999,0.965,0,"Non-migr cDC2","Rpl12"
"Gnb2l1",0,0.515924640246693,0.994,0.969,0,"Non-migr cDC2","Gnb2l1"
"Ptma",0,0.503335000640251,0.999,0.982,0,"Non-migr cDC2","Ptma"
"Rpl32",0,0.502560199391094,1,0.999,0,"Non-migr cDC2","Rpl32"
"Rpl11",0,0.497054411611312,1,0.998,0,"Non-migr cDC2","Rpl11"
"Bcl11a",0,0.494784434130459,0.328,0.082,0,"Non-migr cDC2","Bcl11a"
"Rpl15",0,0.493673047353929,0.994,0.96,0,"Non-migr cDC2","Rpl15"
"Rps7",0,0.493552117041955,1,0.997,0,"Non-migr cDC2","Rps7"
"Rps25",0,0.475260949538503,1,0.998,0,"Non-migr cDC2","Rps25"
"Rps3a1",0,0.470698485407226,1,0.999,0,"Non-migr cDC2","Rps3a1"
"Rpl21",0,0.469595247112224,1,0.997,0,"Non-migr cDC2","Rpl21"
"Rpl28",0,0.468676155657813,1,0.994,0,"Non-migr cDC2","Rpl28"
"Rpl5",0,0.461901314463993,0.997,0.96,0,"Non-migr cDC2","Rpl5"
"Rpl29",0,0.461233997502881,0.997,0.977,0,"Non-migr cDC2","Rpl29"
"Cd74",0,0.460900278207147,1,1,0,"Non-migr cDC2","Cd74"
"Rpl18",0,0.447380054219972,1,0.997,0,"Non-migr cDC2","Rpl18"
"Rpl7a",0,0.444912369471064,0.999,0.987,0,"Non-migr cDC2","Rpl7a"
"Rps13",0,0.440512227947322,1,0.998,0,"Non-migr cDC2","Rps13"
"Rps11",0,0.439803657327442,1,0.999,0,"Non-migr cDC2","Rps11"
"Rps15",0,0.422659149132953,0.999,0.996,0,"Non-migr cDC2","Rps15"
"Ddr1",0,0.419950024987346,0.316,0.065,0,"Non-migr cDC2","Ddr1"
"Rpl23a",0,0.413756509986955,1,0.998,0,"Non-migr cDC2","Rpl23a"
"Rps16",0,0.410765745068015,1,0.999,0,"Non-migr cDC2","Rps16"
"Rpl18a",0,0.398678130998998,1,1,0,"Non-migr cDC2","Rpl18a"
"Rpl13a",0,0.395997947210017,1,1,0,"Non-migr cDC2","Rpl13a"
"Rpl26",0,0.395738865024655,1,0.999,0,"Non-migr cDC2","Rpl26"
"Rps15a",0,0.38380700593916,1,0.999,0,"Non-migr cDC2","Rps15a"
"Rpl10",0,0.377310026575874,1,0.999,0,"Non-migr cDC2","Rpl10"
"Rps3",0,0.344367973378416,1,1,0,"Non-migr cDC2","Rps3"
"H2-K1",0,-0.620155740140965,0.999,0.999,0,"Non-migr cDC2","H2-K1"
"B2m",0,-0.755210663197991,1,1,0,"Non-migr cDC2","B2m"
"Lamp1",0,-1.11639016842654,0.717,0.853,0,"Non-migr cDC2","Lamp1"
"Ftl1",0,-1.15645516761306,1,1,0,"Non-migr cDC2","Ftl1"
"Txn1",0,-1.33758655730376,0.927,0.976,0,"Non-migr cDC2","Txn1"
"Cxcl16",0,-1.43169886935681,0.782,0.934,0,"Non-migr cDC2","Cxcl16"
"Lgmn",0,-1.49110068401333,0.681,0.813,0,"Non-migr cDC2","Lgmn"
"Npc2",0,-1.55989230554255,0.963,0.988,0,"Non-migr cDC2","Npc2"
"Cstb",0,-1.70312377328805,0.843,0.922,0,"Non-migr cDC2","Cstb"
"Id2",0,-1.73182485167786,0.569,0.819,0,"Non-migr cDC2","Id2"
"Irf8",0,-1.88565570247254,0.472,0.776,0,"Non-migr cDC2","Irf8"
"Cd63",0,-2.09164713614784,0.375,0.654,0,"Non-migr cDC2","Cd63"
"AW112010",0,-2.12319874146939,0.702,0.88,0,"Non-migr cDC2","AW112010"
"Ccl5",0,-3.22689371991215,0.903,0.955,0,"Non-migr cDC2","Ccl5"
"Map4k1",4.56442457896759e-307,0.550349721897099,0.566,0.252,1.27794759361934e-302,"Non-migr cDC2","Map4k1"
"Stap1",8.47100194836125e-307,0.614447042808421,0.64,0.304,2.37171112550218e-302,"Non-migr cDC2","Stap1"
"Rps17",5.96943080958368e-306,0.43489924561542,0.999,0.987,1.67132123806724e-301,"Non-migr cDC2","Rps17"
"Rps23",6.48167216009996e-306,0.331217373975178,1,1,1.81473857138479e-301,"Non-migr cDC2","Rps23"
"Rpl36",1.79711318401484e-304,0.392307844245799,0.999,0.992,5.03155749260476e-300,"Non-migr cDC2","Rpl36"
"Ifngr1",1.64219224547659e-301,0.659003792450336,0.831,0.556,4.59780984888535e-297,"Non-migr cDC2","Ifngr1"
"Eef1a1",1.51734907320929e-299,0.344653898077259,1,1,4.24827393517137e-295,"Non-migr cDC2","Eef1a1"
"Rpl17",1.43040010439374e-298,0.335978227345518,1,0.999,4.00483421228158e-294,"Non-migr cDC2","Rpl17"
"Rpl9",3.13266188957641e-298,0.333646570763396,1,0.999,8.77082675843604e-294,"Non-migr cDC2","Rpl9"
"Plbd1",1.29671349555471e-296,0.585245563304384,0.943,0.674,3.63053844485408e-292,"Non-migr cDC2","Plbd1"
"Tmem238",1.04379737476001e-293,0.404780793110976,0.402,0.136,2.92242388985308e-289,"Non-migr cDC2","Tmem238"
"Rpl36a",5.55508075363642e-293,0.449956457621878,0.996,0.965,1.55531150940313e-288,"Non-migr cDC2","Rpl36a"
"Hfe",8.66147095300724e-292,0.692187455930229,0.721,0.41,2.42503863742297e-287,"Non-migr cDC2","Hfe"
"Rpl7",1.36332826599248e-290,0.339513738483602,0.999,0.996,3.81704647912573e-286,"Non-migr cDC2","Rpl7"
"Rps5",3.20377957518915e-290,0.364564070791086,1,0.998,8.9699420546146e-286,"Non-migr cDC2","Rps5"
"Rpl31",3.91712032882804e-288,0.339774348878263,1,0.994,1.09671534966527e-283,"Non-migr cDC2","Rpl31"
"Hnrnpa1",8.74189697959611e-288,0.584811586734974,0.911,0.702,2.44755631634732e-283,"Non-migr cDC2","Hnrnpa1"
"Anxa6",5.22493896934663e-287,0.562299962965009,0.672,0.346,1.46287841263767e-282,"Non-migr cDC2","Anxa6"
"Eno1",1.01989959786673e-286,0.622646338146122,0.876,0.658,2.85551489410728e-282,"Non-migr cDC2","Eno1"
"Rpl35a",2.52857461713353e-286,0.338087602161073,1,0.999,7.07950321305046e-282,"Non-migr cDC2","Rpl35a"
"Naca",2.99643354329184e-286,0.399316207924479,0.998,0.975,8.38941463450849e-282,"Non-migr cDC2","Naca"
"Rpl39",2.83276764240797e-285,0.361188024636079,1,0.998,7.93118284521383e-281,"Non-migr cDC2","Rpl39"
"Rpl37",5.58859731046802e-285,0.361401015555129,1,0.999,1.56469547498484e-280,"Non-migr cDC2","Rpl37"
"Tkt",6.68146684672339e-284,0.60835382577504,0.887,0.672,1.87067708774562e-279,"Non-migr cDC2","Tkt"
"Stk17b",2.80273752551647e-283,0.662690931797046,0.81,0.539,7.847104523941e-279,"Non-migr cDC2","Stk17b"
"Nop10",3.28218607789708e-282,0.574971859751853,0.815,0.532,9.18946458089626e-278,"Non-migr cDC2","Nop10"
"St3gal4",2.15790209504629e-281,0.552697279033494,0.641,0.328,6.04169428571059e-277,"Non-migr cDC2","St3gal4"
"Rpl36al",9.77316940536937e-281,0.445446761472499,0.996,0.954,2.73629197011532e-276,"Non-migr cDC2","Rpl36al"
"Mpeg1",1.24669244860702e-278,-1.03997314076735,0.357,0.612,3.49048951760992e-274,"Non-migr cDC2","Mpeg1"
"Ffar2",1.4189706836172e-278,0.531962206310176,0.346,0.105,3.97283411999143e-274,"Non-migr cDC2","Ffar2"
"Agpat4",1.50063662427033e-274,0.66715771461335,0.759,0.462,4.20148242063206e-270,"Non-migr cDC2","Agpat4"
"Zmynd15",4.5405967688834e-271,-1.70180802716183,0.203,0.494,1.27127628335197e-266,"Non-migr cDC2","Zmynd15"
"Atp2b1",1.30613091304684e-269,-0.909365971179248,0.483,0.707,3.65690533034855e-265,"Non-migr cDC2","Atp2b1"
"Ybx1",3.61490736256592e-269,0.479286252535602,0.972,0.908,1.01210176337121e-264,"Non-migr cDC2","Ybx1"
"Rgs10",3.69156544417782e-268,-0.849411634986711,0.752,0.854,1.03356449306091e-263,"Non-migr cDC2","Rgs10"
"Btg1",1.65284571390659e-267,-0.68789192519766,0.959,0.985,4.62763742979568e-263,"Non-migr cDC2","Btg1"
"Rps10",4.51731895862835e-267,0.320840510920981,1,0.998,1.26475896203677e-262,"Non-migr cDC2","Rps10"
"Marcks",2.41765501190769e-266,-1.16671570040803,0.611,0.776,6.76895050233915e-262,"Non-migr cDC2","Marcks"
"Il1rn",5.30769100717069e-265,-1.75413649553163,0.467,0.679,1.48604732818765e-260,"Non-migr cDC2","Il1rn"
"Smdt1",4.7744639379202e-264,0.534225832542085,0.957,0.866,1.3367544133389e-259,"Non-migr cDC2","Smdt1"
"Clic4",3.5015102875745e-262,-0.868814844767146,0.63,0.792,9.8035285031511e-258,"Non-migr cDC2","Clic4"
"Malat1",9.42988015785974e-262,-0.811607253238058,1,0.998,2.64017784659757e-257,"Non-migr cDC2","Malat1"
"Gm10116",1.30197396056084e-259,-0.856804619781977,0.708,0.81,3.64526669477823e-255,"Non-migr cDC2","Gm10116"
"Gbp2",1.42794059082238e-259,-1.1297192795469,0.378,0.636,3.99794806618449e-255,"Non-migr cDC2","Gbp2"
"Ifitm1",1.896802736523e-259,1.23895120825099,0.617,0.332,5.3106683017171e-255,"Non-migr cDC2","Ifitm1"
"Wdfy4",7.33824862790194e-258,0.421957710297729,0.62,0.292,2.05456285083998e-253,"Non-migr cDC2","Wdfy4"
"Rpl35",5.75123452961562e-257,0.363509380201118,1,0.993,1.61023064360178e-252,"Non-migr cDC2","Rpl35"
"Psme2",2.8512111462636e-256,-0.851766721149079,0.963,0.971,7.98282096730882e-252,"Non-migr cDC2","Psme2"
"Bri3",3.9083897955668e-256,-0.712242366704604,0.844,0.901,1.09427097496279e-251,"Non-migr cDC2","Bri3"
"Exosc5",7.81107521760091e-254,0.483891284589573,0.564,0.275,2.1869448394239e-249,"Non-migr cDC2","Exosc5"
"Plac8",1.44010326421716e-253,0.78358169576429,0.944,0.797,4.03200111915521e-249,"Non-migr cDC2","Plac8"
"Rgs18",1.78158429368643e-253,0.28474713661574,0.251,0.061,4.98807970546327e-249,"Non-migr cDC2","Rgs18"
"Prdx6",4.959566514551e-253,0.598546301320671,0.867,0.634,1.38857943274399e-248,"Non-migr cDC2","Prdx6"
"Pla2g16",1.07447690954492e-252,-0.911605077025381,0.372,0.618,3.00832045134386e-248,"Non-migr cDC2","Pla2g16"
"Apex1",2.25737039388652e-251,0.410123731792328,0.446,0.179,6.32018562880348e-247,"Non-migr cDC2","Apex1"
"Fbl",2.28040177097355e-251,0.53194074358972,0.733,0.443,6.38466887837175e-247,"Non-migr cDC2","Fbl"
"Bcl2a1a",3.10879855809629e-251,-1.19415124630004,0.447,0.681,8.704014202958e-247,"Non-migr cDC2","Bcl2a1a"
"Rpl27a",9.43024147946535e-251,0.317798381849454,1,0.999,2.64027900942071e-246,"Non-migr cDC2","Rpl27a"
"Ank",2.76917339291123e-249,0.32984899219516,0.295,0.085,7.75313166547286e-245,"Non-migr cDC2","Ank"
"Serpinb6b",3.22781798858976e-249,-1.86143857695918,0.214,0.483,9.0372448044536e-245,"Non-migr cDC2","Serpinb6b"
"Chn2",9.67973476146285e-247,0.282251994208198,0.249,0.062,2.71013213851437e-242,"Non-migr cDC2","Chn2"
"Cotl1",2.85781203319318e-246,0.576456781755422,0.957,0.82,8.00130213053426e-242,"Non-migr cDC2","Cotl1"
"Mnda",1.11777599843976e-245,-0.956224996221413,0.23,0.51,3.12954924043163e-241,"Non-migr cDC2","Mnda"
"Anxa4",2.51815820272665e-243,-0.810081803726319,0.502,0.691,7.05033933599408e-239,"Non-migr cDC2","Anxa4"
"Rps9",1.6805708420464e-241,0.317465466532685,1,1,4.70526224356151e-237,"Non-migr cDC2","Rps9"
"I830077J02Rik",1.42825821901222e-239,0.415132511136152,0.419,0.164,3.9988373615904e-235,"Non-migr cDC2","I830077J02Rik"
"Cyp7b1",5.65648771540694e-237,0.580734421402873,0.18,0.033,1.58370343055964e-232,"Non-migr cDC2","Cyp7b1"
"Cdh1",9.73564531421909e-235,0.26979016112409,0.204,0.043,2.72578597507506e-230,"Non-migr cDC2","Cdh1"
"Tmsb10",6.54645428250308e-234,0.455411288865428,0.999,0.993,1.83287627001521e-229,"Non-migr cDC2","Tmsb10"
"Gdi2",5.60428058734106e-233,0.496268938252316,0.952,0.851,1.56908647884375e-228,"Non-migr cDC2","Gdi2"
"Eif3k",6.14315042783427e-233,0.41240148399713,0.97,0.884,1.71995925678504e-228,"Non-migr cDC2","Eif3k"
"Arpc1b",8.52488495269394e-233,0.364425515538501,0.995,0.982,2.38679728905525e-228,"Non-migr cDC2","Arpc1b"
"Mri1",6.38214952801439e-232,0.344589802320837,0.384,0.144,1.78687422485347e-227,"Non-migr cDC2","Mri1"
"Npm3",4.01606233673883e-231,0.458544408578962,0.667,0.371,1.12441713304014e-226,"Non-migr cDC2","Npm3"
"Eef2",1.92005079853861e-230,0.417331798314843,0.985,0.945,5.37575822574839e-226,"Non-migr cDC2","Eef2"
"Basp1",1.87398321549986e-228,-0.916060071146869,0.627,0.757,5.24677820675651e-224,"Non-migr cDC2","Basp1"
"Serpinb9",5.11019452752444e-225,-1.42234706247239,0.385,0.595,1.43075226381629e-220,"Non-migr cDC2","Serpinb9"
"Cyba",5.68215514583631e-225,-0.57329146284231,0.996,0.997,1.59088979773125e-220,"Non-migr cDC2","Cyba"
"H2-Ke6",7.68458598899521e-225,0.390740012906258,0.452,0.197,2.15153038519888e-220,"Non-migr cDC2","H2-Ke6"
"Gpx1",7.96944947540278e-225,0.402476418397743,0.994,0.946,2.23128646412327e-220,"Non-migr cDC2","Gpx1"
"Cd244",1.39159556885692e-224,0.359440136185761,0.392,0.15,3.8961892736856e-220,"Non-migr cDC2","Cd244"
"Rnase6",7.88118408874553e-223,0.487774754111625,0.662,0.361,2.20657392116697e-218,"Non-migr cDC2","Rnase6"
"Set",7.86390742431575e-221,0.504208575793884,0.856,0.635,2.20173680065992e-216,"Non-migr cDC2","Set"
"H2-Ab1",3.75606506627374e-219,0.422705020368734,1,1,1.05162309725532e-214,"Non-migr cDC2","H2-Ab1"
"Gm8730",5.20230908300816e-219,0.452779432339683,0.946,0.785,1.45654249706063e-214,"Non-migr cDC2","Gm8730"
"Pitpna",4.76988330001515e-217,0.516714376364553,0.869,0.652,1.33547192633824e-212,"Non-migr cDC2","Pitpna"
"Arl6ip5",4.48522070504297e-216,0.503911538094378,0.766,0.496,1.25577209299793e-211,"Non-migr cDC2","Arl6ip5"
"Rpl23",7.77407766283114e-216,0.275057560991797,1,1,2.17658626403946e-211,"Non-migr cDC2","Rpl23"
"H2-Q6",3.07648870811229e-214,-0.833730328985458,0.57,0.75,8.61355308497279e-210,"Non-migr cDC2","H2-Q6"
"Osgep",8.98239775673481e-213,0.437958981613294,0.639,0.361,2.51489172393061e-208,"Non-migr cDC2","Osgep"
"Rgs1",1.48709335971415e-211,-1.02909684307859,0.772,0.875,4.16356398852767e-207,"Non-migr cDC2","Rgs1"
"Rpl38",1.39751682132016e-210,0.301375093556287,1,0.998,3.91276759633218e-206,"Non-migr cDC2","Rpl38"
"Rps12",1.60060270180172e-210,0.319768220904286,0.999,0.996,4.48136744450446e-206,"Non-migr cDC2","Rps12"
"Erh",2.86866558724024e-210,0.47418504730555,0.872,0.696,8.03168991115522e-206,"Non-migr cDC2","Erh"
"Uck2",7.45622655160228e-210,0.390349020239886,0.427,0.184,2.08759430991761e-205,"Non-migr cDC2","Uck2"
"Plin2",1.01127085329259e-207,-1.10714685723967,0.39,0.595,2.83135613504859e-203,"Non-migr cDC2","Plin2"
"Stat1",2.85135625346533e-207,-0.732775616701326,0.722,0.833,7.98322723845222e-203,"Non-migr cDC2","Stat1"
"Eif3i",8.45767533583451e-206,0.457354492210073,0.863,0.647,2.36797994052695e-201,"Non-migr cDC2","Eif3i"
"Nampt",3.85821559632229e-205,-0.775543697140207,0.484,0.67,1.08022320265831e-200,"Non-migr cDC2","Nampt"
"Matk",7.34858782124554e-205,0.301351189099519,0.287,0.093,2.05745761819233e-200,"Non-migr cDC2","Matk"
"Rps26",1.83054874528174e-204,0.308947349257687,1,0.992,5.12517037703981e-200,"Non-migr cDC2","Rps26"
"Snrpf",8.22388355461535e-204,0.432621114143433,0.913,0.744,2.30252291762121e-199,"Non-migr cDC2","Snrpf"
"Isg15",2.99631672377201e-203,-1.5872143507106,0.8,0.857,8.38908756321687e-199,"Non-migr cDC2","Isg15"
"Pak1",5.5073105857803e-203,0.483946029458613,0.525,0.271,1.54193681780677e-198,"Non-migr cDC2","Pak1"
"Tapbp",2.56427399829336e-202,-0.558408619913268,0.861,0.905,7.17945434042176e-198,"Non-migr cDC2","Tapbp"
"Ifitm3",8.64011418158078e-202,0.477371861119527,0.996,0.948,2.41905916855899e-197,"Non-migr cDC2","Ifitm3"
"Rpl30",4.05231355257408e-201,0.286279853586463,1,0.996,1.13456674844969e-196,"Non-migr cDC2","Rpl30"
"Bcl2a1b",1.96491839937886e-199,-0.794985168451158,0.871,0.936,5.50137853458093e-195,"Non-migr cDC2","Bcl2a1b"
"Anxa3",6.72027999215417e-198,-1.11382828865791,0.168,0.416,1.88154399220332e-193,"Non-migr cDC2","Anxa3"
"Atp5g1",7.42770799358339e-198,0.470256834430618,0.917,0.773,2.07960968404348e-193,"Non-migr cDC2","Atp5g1"
"Ube2l6",1.79242620801337e-197,-0.833249293548468,0.47,0.652,5.01843489719582e-193,"Non-migr cDC2","Ube2l6"
"Gabarap",2.68549328784663e-197,-0.449948225617506,0.988,0.986,7.51884410731299e-193,"Non-migr cDC2","Gabarap"
"Med30",3.51528954097879e-197,0.496093362954027,0.666,0.405,9.84210765683242e-193,"Non-migr cDC2","Med30"
"Fam177a",1.15034753866057e-196,-1.22904072178679,0.486,0.646,3.22074303874186e-192,"Non-migr cDC2","Fam177a"
"H2-Q7",2.46777359120981e-196,-0.632843038706846,0.926,0.962,6.90927250066921e-192,"Non-migr cDC2","H2-Q7"
"Cd48",3.18311522488627e-196,0.505751303960458,0.824,0.613,8.91208600663659e-192,"Non-migr cDC2","Cd48"
"Ndufa4",3.77724866237397e-196,0.460842622931406,0.897,0.717,1.05755408049146e-191,"Non-migr cDC2","Ndufa4"
"Akr1b3",1.59012470877256e-195,0.402381006472551,0.617,0.343,4.45203115962143e-191,"Non-migr cDC2","Akr1b3"
"Rpl6l",2.01629315054098e-195,0.434139527933783,0.89,0.7,5.64521756288465e-191,"Non-migr cDC2","Rpl6l"
"Rab8b",2.44574794980373e-195,-0.809510423807206,0.617,0.743,6.84760510986049e-191,"Non-migr cDC2","Rab8b"
"Acot7",4.97872764639669e-195,0.431207440810906,0.615,0.344,1.39394416643815e-190,"Non-migr cDC2","Acot7"
"Cnbp",8.25166548675368e-195,0.456108733209534,0.913,0.77,2.31030130298129e-190,"Non-migr cDC2","Cnbp"
"Mrpl33",2.24391430131229e-194,0.447612348263416,0.896,0.702,6.28251126081415e-190,"Non-migr cDC2","Mrpl33"
"Klf6",6.02532348296374e-194,-0.925910327462887,0.765,0.851,1.68697006876019e-189,"Non-migr cDC2","Klf6"
"Rpsa",1.5839107062333e-193,0.292592009511791,1,0.993,4.434633195312e-189,"Non-migr cDC2","Rpsa"
"H3f3b",2.64298663518265e-193,-0.479874855992533,1,0.998,7.39983398118438e-189,"Non-migr cDC2","H3f3b"
"Nme1",7.58715506215999e-193,0.508378004694978,0.797,0.556,2.12425167430356e-188,"Non-migr cDC2","Nme1"
"Siglece",1.00009094712662e-191,0.261744143012057,0.222,0.061,2.80005463376512e-187,"Non-migr cDC2","Siglece"
"Hint1",1.17224552034205e-191,0.38715149832328,0.971,0.857,3.28205300785368e-187,"Non-migr cDC2","Hint1"
"Dab2",2.46016920657343e-191,0.640354786269216,0.425,0.196,6.88798174456429e-187,"Non-migr cDC2","Dab2"
"Il18bp",8.87219692194301e-191,-0.978501443089647,0.248,0.479,2.4840376942056e-186,"Non-migr cDC2","Il18bp"
"Park7",3.30058819900765e-189,0.43494962954392,0.873,0.699,9.24098683958162e-185,"Non-migr cDC2","Park7"
"Ndufa6",4.92746017716021e-189,0.443283350891731,0.942,0.835,1.37959030040132e-184,"Non-migr cDC2","Ndufa6"
"Oasl1",3.33218528052237e-188,-0.93333626800003,0.119,0.361,9.32945234840654e-184,"Non-migr cDC2","Oasl1"
"Arhgap9",6.06414521859952e-188,0.420540126219357,0.556,0.299,1.69783937830349e-183,"Non-migr cDC2","Arhgap9"
"H2-Q4",8.91994901719451e-188,-0.730129009106552,0.613,0.743,2.49740732583412e-183,"Non-migr cDC2","H2-Q4"
"Mrps28",1.85500925116113e-187,0.369515157357943,0.499,0.248,5.19365490140092e-183,"Non-migr cDC2","Mrps28"
"H2-D1",1.35460892392027e-185,-0.399448566123692,1,1,3.79263406519196e-181,"Non-migr cDC2","H2-D1"
"Fam105a",5.8703362183505e-185,0.462134528081527,0.749,0.486,1.64357673441377e-180,"Non-migr cDC2","Fam105a"
"Btf3",1.00827254465657e-184,0.285360670550943,0.995,0.985,2.82296147052946e-180,"Non-migr cDC2","Btf3"
"Psme1",2.65222195885295e-184,-0.515914451968715,0.974,0.972,7.42569104039649e-180,"Non-migr cDC2","Psme1"
"Tmem147",1.20607976448577e-183,0.405242178368859,0.652,0.385,3.37678212460726e-179,"Non-migr cDC2","Tmem147"
"Rin3",4.27278291901089e-183,0.345048504876652,0.397,0.174,1.19629376166467e-178,"Non-migr cDC2","Rin3"
"Bex6",3.86595673956012e-182,0.328609836132333,0.288,0.101,1.08239056794204e-177,"Non-migr cDC2","Bex6"
"Unc119",4.16267744126593e-182,0.380461343820726,0.393,0.17,1.16546643000563e-177,"Non-migr cDC2","Unc119"
"Itm2b",7.64349549629095e-182,-0.774150058028896,0.99,0.985,2.14002586905154e-177,"Non-migr cDC2","Itm2b"
"Rpl22l1",8.42201897355055e-182,0.480322060773323,0.938,0.821,2.35799687221468e-177,"Non-migr cDC2","Rpl22l1"
"Fam69a",1.07098011589388e-181,0.328186998820115,0.393,0.17,2.9985301284797e-177,"Non-migr cDC2","Fam69a"
"Gmfg",9.78952383455636e-181,0.462341286227743,0.799,0.549,2.74087088319909e-176,"Non-migr cDC2","Gmfg"
"C1qbp",3.03298935505492e-180,0.429443812252207,0.613,0.355,8.49176359628277e-176,"Non-migr cDC2","C1qbp"
"Cacnb3",3.88743644054473e-180,-1.15983240517517,0.169,0.399,1.08840445462371e-175,"Non-migr cDC2","Cacnb3"
