"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Gclc",1.70554772106437e-33,-0.405924115785903,0.077,0.151,4.77519250943601e-29,"Non-migr cDC2","Gclc"
"Neu1",2.4229874750299e-33,-0.251813634917126,0.226,0.311,6.78388033258871e-29,"Non-migr cDC2","Neu1"
"Mfsd1",2.46500007485231e-33,-0.278759260982201,0.316,0.392,6.90150720957149e-29,"Non-migr cDC2","Mfsd1"
"Fam49a",5.62473627920871e-33,-0.341658630711989,0.385,0.452,1.57481366345285e-28,"Non-migr cDC2","Fam49a"
"Il21r",7.79137543042224e-33,-0.320233014309501,0.737,0.742,2.18142929300962e-28,"Non-migr cDC2","Il21r"
"Dtx3l",8.89679574133986e-33,-0.256430386958871,0.277,0.359,2.49092487166034e-28,"Non-migr cDC2","Dtx3l"
"Clec12a",9.83318736013219e-33,-0.450085977973573,0.52,0.557,2.75309579708981e-28,"Non-migr cDC2","Clec12a"
"Sdcbp",1.29427310499533e-32,-0.52520682823515,0.855,0.792,3.62370583936592e-28,"Non-migr cDC2","Sdcbp"
"H2-Eb2",1.79209787495431e-32,-0.294534964908031,0.114,0.195,5.01751563029709e-28,"Non-migr cDC2","H2-Eb2"
"Cd1d1",1.84535546989496e-32,-0.318890287298617,0.07,0.141,5.16662624461191e-28,"Non-migr cDC2","Cd1d1"
"Tor1aip2",1.95416199459617e-32,-0.286746626642389,0.33,0.404,5.47126275247036e-28,"Non-migr cDC2","Tor1aip2"
"Trim25",4.33779130804224e-32,-0.29008408864935,0.724,0.741,1.21449481042567e-27,"Non-migr cDC2","Trim25"
"Uap1",4.39375692375715e-32,-0.753659334559521,0.408,0.451,1.23016406351353e-27,"Non-migr cDC2","Uap1"
"Ly6i",5.50588875694021e-32,-1.03518201244866,0.487,0.521,1.54153873416812e-27,"Non-migr cDC2","Ly6i"
"Capg",1.19482667702691e-31,-0.64008498443449,0.366,0.43,3.34527573033996e-27,"Non-migr cDC2","Capg"
"Nostrin",1.52351049483536e-31,-0.338612352322361,0.139,0.216,4.26552468344003e-27,"Non-migr cDC2","Nostrin"
"Ifi47",2.10593821885528e-31,-0.456171236461095,0.401,0.456,5.89620582515101e-27,"Non-migr cDC2","Ifi47"
"Prpf38b",2.14186157288106e-31,-0.301251413083941,0.531,0.572,5.99678403175239e-27,"Non-migr cDC2","Prpf38b"
"Csf2rb",2.87054052828121e-31,-0.28794919981378,0.691,0.733,8.03693937108173e-27,"Non-migr cDC2","Csf2rb"
"Map4",3.77725242372687e-31,-0.252989908814642,0.249,0.325,1.05755513359505e-26,"Non-migr cDC2","Map4"
"Jund",7.11853995860034e-31,0.280134267920563,0.922,0.854,1.99304881760892e-26,"Non-migr cDC2","Jund"
"Socs1",8.02858288883332e-31,-0.319452563900514,0.196,0.278,2.24784263721555e-26,"Non-migr cDC2","Socs1"
"Pafah1b3",8.11418579054349e-31,-0.263999540640765,0.27,0.351,2.27180973763637e-26,"Non-migr cDC2","Pafah1b3"
"Fam60a",1.03961642149978e-30,-0.299401339832172,0.161,0.239,2.91071805691508e-26,"Non-migr cDC2","Fam60a"
"Tpm1",1.1616491967682e-30,-0.286915845744251,0.197,0.273,3.25238542111161e-26,"Non-migr cDC2","Tpm1"
"Casp4",3.1751045651432e-30,-0.267248939373602,0.284,0.366,8.88965776148794e-26,"Non-migr cDC2","Casp4"
"Lamp2",3.19127460085982e-30,-0.340857809168081,0.596,0.611,8.93493062748734e-26,"Non-migr cDC2","Lamp2"
"Blvrb",4.17137766675407e-30,-0.32117915079329,0.327,0.397,1.1679023191378e-25,"Non-migr cDC2","Blvrb"
"Stx11",5.36143454373753e-30,-0.292341018536864,0.196,0.275,1.50109444355563e-25,"Non-migr cDC2","Stx11"
"Gpnmb",6.10582121525817e-30,-1.08970955570729,0.098,0.169,1.70950782384798e-25,"Non-migr cDC2","Gpnmb"
"Eno3",2.58998715383616e-29,-0.534892697434342,0.233,0.311,7.25144603331048e-25,"Non-migr cDC2","Eno3"
"Gm15056",2.75792433917762e-29,-2.63485921127982,0.366,0.403,7.72163656482949e-25,"Non-migr cDC2","Gm15056"
"Daxx",7.33817152024807e-29,-0.270565840781967,0.264,0.342,2.05454126223906e-24,"Non-migr cDC2","Daxx"
"Ctsc",9.40102716241203e-29,-0.535806368413163,0.788,0.747,2.63209958493212e-24,"Non-migr cDC2","Ctsc"
"Atp6v1d",6.57597685411268e-28,-0.274549917510878,0.544,0.576,1.84114199961447e-23,"Non-migr cDC2","Atp6v1d"
"Tnfaip3",1.04848775007288e-27,-0.317321922791572,0.372,0.442,2.93555600265404e-23,"Non-migr cDC2","Tnfaip3"
"D930015E06Rik",1.3526452212349e-27,-0.288149956373716,0.235,0.306,3.78713609041348e-23,"Non-migr cDC2","D930015E06Rik"
"Ppt1",1.50760792435588e-27,-0.541843941359406,0.457,0.476,4.22100066661159e-23,"Non-migr cDC2","Ppt1"
"Camk1",1.5160863756684e-27,-0.279233391628057,0.178,0.249,4.24473863459638e-23,"Non-migr cDC2","Camk1"
"Cndp2",2.39526939486094e-27,-0.417395032588622,0.369,0.414,6.70627525173165e-23,"Non-migr cDC2","Cndp2"
"Riok3",4.59770997844342e-27,-0.253937126925079,0.443,0.487,1.28726683976459e-22,"Non-migr cDC2","Riok3"
"Lrrk1",7.06744386706817e-27,-0.391412600194558,0.435,0.479,1.97874293390175e-22,"Non-migr cDC2","Lrrk1"
"Cxcl2",1.65619607635905e-26,-1.02966961925149,0.14,0.21,4.63701777459006e-22,"Non-migr cDC2","Cxcl2"
"Gnai3",1.77611863853393e-26,-0.277546160336044,0.321,0.387,4.97277696416729e-22,"Non-migr cDC2","Gnai3"
"Ifi27l2a",2.19436863866535e-26,-0.48836578169465,0.958,0.947,6.14379331453523e-22,"Non-migr cDC2","Ifi27l2a"
"Fam32a",4.41232205165017e-26,-0.307297487535363,0.538,0.57,1.23536192802101e-21,"Non-migr cDC2","Fam32a"
"Ms4a6d",5.62393454277064e-26,-0.599579263659768,0.5,0.531,1.57458919328492e-21,"Non-migr cDC2","Ms4a6d"
"Cd14",5.67560056552219e-26,-0.962808466849986,0.373,0.422,1.5890546463349e-21,"Non-migr cDC2","Cd14"
"Ddx6",6.75455215117215e-26,-0.258288464589125,0.464,0.516,1.89113951128518e-21,"Non-migr cDC2","Ddx6"
"Scgb1a1",1.81995101749534e-25,1.45346239344917,0.501,0.549,5.09549885878346e-21,"Non-migr cDC2","Scgb1a1"
"Lmna",1.91894827606201e-25,-0.40163483261738,0.203,0.279,5.3726713833184e-21,"Non-migr cDC2","Lmna"
"Zbtb18",2.12068792338215e-25,-0.26509559277121,0.246,0.317,5.93750204788535e-21,"Non-migr cDC2","Zbtb18"
"Tcirg1",2.40946234995779e-25,-0.300418683579564,0.39,0.439,6.74601268741183e-21,"Non-migr cDC2","Tcirg1"
"Aldoa",1.46697402450947e-24,-0.288088143298814,0.844,0.828,4.1072338738216e-20,"Non-migr cDC2","Aldoa"
"Ucp2",1.66456035029464e-24,-0.276579652508329,0.947,0.907,4.66043606875493e-20,"Non-migr cDC2","Ucp2"
"Ostf1",1.75601846100569e-24,-0.406966798489642,0.939,0.917,4.91650048712373e-20,"Non-migr cDC2","Ostf1"
"Anpep",4.50091352896262e-24,-0.344274527646379,0.229,0.294,1.26016576983896e-19,"Non-migr cDC2","Anpep"
"Ubash3b",8.27837570617325e-24,-0.252820927767968,0.197,0.263,2.31777963021439e-19,"Non-migr cDC2","Ubash3b"
"Ly6a",1.34851691182336e-23,-0.736142208407235,0.869,0.841,3.77557764972303e-19,"Non-migr cDC2","Ly6a"
"Lactb",2.87404308628314e-23,-0.474721622751763,0.553,0.564,8.04674583297554e-19,"Non-migr cDC2","Lactb"
"Tagln2",3.06765751933629e-23,-0.362124651451782,0.949,0.946,8.58882752263774e-19,"Non-migr cDC2","Tagln2"
"Gbp7",4.79979436574861e-23,-0.252256610219459,0.174,0.241,1.3438464265223e-18,"Non-migr cDC2","Gbp7"
"Ndrg1",5.39885757288468e-23,-0.30472367203155,0.31,0.38,1.51157214325625e-18,"Non-migr cDC2","Ndrg1"
"Gstt1",8.42814091584844e-23,-0.364123660560659,0.123,0.188,2.35971089361925e-18,"Non-migr cDC2","Gstt1"
"2810474O19Rik",9.59107180607648e-23,-0.386027214459066,0.575,0.597,2.68530828426529e-18,"Non-migr cDC2","2810474O19Rik"
"Cebpa",1.49263129629015e-22,-0.382743819024102,0.186,0.247,4.17906910335316e-18,"Non-migr cDC2","Cebpa"
"Atp6v1c1",1.62522952351934e-22,-0.302276354485291,0.372,0.423,4.55031761994944e-18,"Non-migr cDC2","Atp6v1c1"
"Selm",3.98659988428289e-21,-0.453270740033274,0.119,0.177,1.11616823560152e-16,"Non-migr cDC2","Selm"
"Dusp5",4.69411864580331e-21,-0.309287661125129,0.701,0.701,1.31425933845201e-16,"Non-migr cDC2","Dusp5"
"Cxcl10",5.32856997460636e-21,-0.670402690185928,0.328,0.386,1.49189302149029e-16,"Non-migr cDC2","Cxcl10"
"Clec4a3",6.03276031470685e-21,-0.686282070474931,0.423,0.448,1.68905223291162e-16,"Non-migr cDC2","Clec4a3"
"Phf11a",6.68338514621792e-21,-0.339680377855555,0.406,0.441,1.87121417323809e-16,"Non-migr cDC2","Phf11a"
"Stat3",1.01143024313705e-20,-0.334858559512899,0.702,0.693,2.83180239473511e-16,"Non-migr cDC2","Stat3"
"Ptafr",1.11211689447321e-20,-0.296262942656816,0.532,0.57,3.1137048811461e-16,"Non-migr cDC2","Ptafr"
"Pcyt1a",1.66839753038526e-20,-0.283707594437749,0.233,0.293,4.67117940557264e-16,"Non-migr cDC2","Pcyt1a"
"Gpr137b",2.58270903592884e-20,-0.345360171833205,0.49,0.505,7.23106875879356e-16,"Non-migr cDC2","Gpr137b"
"Bmp2k",5.55034987928816e-20,-0.37402653658706,0.362,0.406,1.5539869592031e-15,"Non-migr cDC2","Bmp2k"
"St8sia4",5.6475553123695e-20,-0.314528714661468,0.402,0.451,1.58120253635721e-15,"Non-migr cDC2","St8sia4"
"4930523C07Rik",2.45976368121269e-19,-0.310942254143701,0.536,0.555,6.88684635465928e-15,"Non-migr cDC2","4930523C07Rik"
"Ccdc50",3.01814272223169e-19,-0.261262329911449,0.384,0.423,8.45019599370428e-15,"Non-migr cDC2","Ccdc50"
"Fam46c",7.56251151106871e-18,-0.262815304265298,0.415,0.463,2.11735197286902e-13,"Non-migr cDC2","Fam46c"
"Tlr2",1.22052932418405e-17,-0.539874625235121,0.349,0.376,3.41723800185051e-13,"Non-migr cDC2","Tlr2"
"Spint2",1.28324386617934e-17,-0.572939610294554,0.522,0.511,3.59282617652891e-13,"Non-migr cDC2","Spint2"
"Zeb2",1.64320350757537e-17,-0.423666323182409,0.447,0.461,4.60064118050953e-13,"Non-migr cDC2","Zeb2"
"Tnip3",3.41522302830508e-17,0.299417428039169,0.562,0.489,9.56194143464855e-13,"Non-migr cDC2","Tnip3"
"Smarce1",7.75520955736511e-17,-0.297200949936938,0.518,0.525,2.17130357187108e-12,"Non-migr cDC2","Smarce1"
"Rhob",8.67323050639256e-17,-0.271291631674701,0.208,0.265,2.42833107717979e-12,"Non-migr cDC2","Rhob"
"Vav1",8.86154125588482e-17,-0.26679842221355,0.401,0.431,2.48105432082263e-12,"Non-migr cDC2","Vav1"
"Tmem189",1.55588747616483e-16,-0.266992392487452,0.299,0.341,4.35617375576628e-12,"Non-migr cDC2","Tmem189"
"Cystm1",1.93419283104538e-16,-0.269093976536342,0.134,0.186,5.41535308836085e-12,"Non-migr cDC2","Cystm1"
"Rbpj",2.25120000824249e-16,-0.273716459548017,0.446,0.473,6.30290978307733e-12,"Non-migr cDC2","Rbpj"
"Csrp1",2.82334932426543e-16,-0.437149141241227,0.621,0.608,7.90481343807836e-12,"Non-migr cDC2","Csrp1"
"Gatm",4.01382760616308e-16,-0.373065650725687,0.243,0.294,1.12379145317354e-11,"Non-migr cDC2","Gatm"
"Sod2",1.88789638921324e-15,-0.461477951873145,0.562,0.561,5.28573231051922e-11,"Non-migr cDC2","Sod2"
"Lgals3",8.04529146306723e-15,-0.857531509108507,0.988,0.964,2.25252070382956e-10,"Non-migr cDC2","Lgals3"
"Cx3cr1",2.86501045657188e-14,-0.310739815919586,0.133,0.177,8.02145627630995e-10,"Non-migr cDC2","Cx3cr1"
"Itga4",2.8906157846649e-14,-0.276262364930348,0.466,0.491,8.09314607390478e-10,"Non-migr cDC2","Itga4"
"Traf1",6.55057089943418e-14,-0.377297776578629,0.905,0.844,1.83402884042358e-09,"Non-migr cDC2","Traf1"
"Irgm1",2.14206678299664e-13,-0.272126273838177,0.402,0.431,5.99735857903399e-09,"Non-migr cDC2","Irgm1"
"Rtp4",2.84678516088905e-13,-0.426247080250995,0.528,0.519,7.97042909345716e-09,"Non-migr cDC2","Rtp4"
"Sub1",3.05549911822395e-13,-0.311948362373739,0.997,0.986,8.55478643120342e-09,"Non-migr cDC2","Sub1"
"Tpi1",5.62634836866537e-13,-0.304176099636526,0.5,0.512,1.57526501625893e-08,"Non-migr cDC2","Tpi1"
"Fcer1g",7.48440040838692e-13,-0.2934286598075,0.997,0.943,2.09548242634017e-08,"Non-migr cDC2","Fcer1g"
"Cd44",7.63064936922469e-13,-0.294393929646022,0.592,0.61,2.13642921039553e-08,"Non-migr cDC2","Cd44"
"BC028528",8.6838153162557e-13,-0.290288725346431,0.381,0.399,2.43129461224527e-08,"Non-migr cDC2","BC028528"
"Rogdi",2.36168122636577e-12,-0.380848849556558,0.652,0.626,6.6122350975789e-08,"Non-migr cDC2","Rogdi"
"Wnk1",9.47565680550681e-12,-0.349288179362832,0.782,0.74,2.6529943924058e-07,"Non-migr cDC2","Wnk1"
"Ndnl2",1.01918298821763e-11,-0.301031085059757,0.267,0.301,2.85350853041171e-07,"Non-migr cDC2","Ndnl2"
"Crip1",1.27469249268063e-11,-0.451099656247669,0.993,0.99,3.56888404100724e-07,"Non-migr cDC2","Crip1"
"Ccl7",1.41732761823879e-11,-0.722311173816468,0.096,0.134,3.96823386554498e-07,"Non-migr cDC2","Ccl7"
"Creg1",1.66417288207705e-11,-0.320426265520253,0.606,0.577,4.65935123523934e-07,"Non-migr cDC2","Creg1"
"Hist1h2ap",2.48748462502648e-11,-0.466793417817745,0.183,0.223,6.96445945314914e-07,"Non-migr cDC2","Hist1h2ap"
"Rnaset2a",6.89929715236576e-11,-0.361594899418702,0.536,0.529,1.93166521671936e-06,"Non-migr cDC2","Rnaset2a"
"Polr2g",3.7369518516846e-10,-0.323234879625516,0.587,0.572,1.04627177943465e-05,"Non-migr cDC2","Polr2g"
"Batf3",4.33081475712539e-10,-0.292717763197935,0.488,0.489,1.21254151569997e-05,"Non-migr cDC2","Batf3"
"Rnh1",6.12946603041122e-10,-0.348680022696022,0.865,0.827,1.71612789919453e-05,"Non-migr cDC2","Rnh1"
"Lmo4",2.87151645124291e-09,-0.283435454340037,0.387,0.406,8.0396717601899e-05,"Non-migr cDC2","Lmo4"
"Idi1",3.20133566950906e-09,-0.37787745275651,0.296,0.322,8.96309960749147e-05,"Non-migr cDC2","Idi1"
"Tnfaip2",3.3666711150219e-09,-0.347659278419542,0.294,0.329,9.42600578783833e-05,"Non-migr cDC2","Tnfaip2"
"Spp1",1.08295007100591e-08,-0.808843403597451,0.191,0.224,0.000303204360880233,"Non-migr cDC2","Spp1"
"Csf1r",1.57419315531687e-08,-0.411526129102099,0.367,0.365,0.000440742599625616,"Non-migr cDC2","Csf1r"
"Nans",8.85793339168266e-08,-0.276690524819697,0.43,0.429,0.00248004419100331,"Non-migr cDC2","Nans"
"Lair1",2.78472590861661e-07,-0.299160654538799,0.303,0.312,0.00779667559894478,"Non-migr cDC2","Lair1"
"Ccnd2",3.79105588701466e-07,-0.424206260428015,0.754,0.681,0.0106141982724636,"Non-migr cDC2","Ccnd2"
"Pkib",5.34975650718926e-07,-0.558457290781957,0.764,0.616,0.0149782482688285,"Non-migr cDC2","Pkib"
"Mrpl38",7.09111615823809e-07,-0.286315770758509,0.361,0.367,0.019853707019835,"Non-migr cDC2","Mrpl38"
"Tes",2.59895074528544e-06,-0.299532529458274,0.556,0.525,0.0727654229665017,"Non-migr cDC2","Tes"
"Acp5",7.30299473580754e-06,-0.431391715701369,0.382,0.38,0.204469246613139,"Non-migr cDC2","Acp5"
"Ccdc88a",9.20862543811781e-06,-0.252486687370896,0.483,0.471,0.257823095016423,"Non-migr cDC2","Ccdc88a"
"Ccl3",1.0293068280374e-05,-0.326821747316478,0.247,0.276,0.288185325713912,"Non-migr cDC2","Ccl3"
"Gngt2",2.11062240282465e-05,-0.469616931704245,0.827,0.736,0.590932060342844,"Non-migr cDC2","Gngt2"
"Ccl6",5.78319507555784e-05,-0.42026441482542,0.367,0.317,1,"Non-migr cDC2","Ccl6"
"Fyb",0.000516676960993327,-0.318301926628921,0.484,0.45,1,"Non-migr cDC2","Fyb"
"Nr4a3",0.00100306323383793,-0.303991831841122,0.647,0.613,1,"Non-migr cDC2","Nr4a3"
"Ly6d",0.00160122468698167,-0.940549819432706,0.108,0.088,1,"Non-migr cDC2","Ly6d"
"Sepp1",0.00265335848582907,-0.266408233374513,0.172,0.183,1,"Non-migr cDC2","Sepp1"
"Ccl9",0.00372295759529477,-0.361719200273586,0.302,0.315,1,"Non-migr cDC2","Ccl9"
"Pltp",0.00378396620293981,-0.262581620674443,0.426,0.419,1,"Non-migr cDC2","Pltp"
"Ms4a4b",0.0075696971349295,-0.319891423924501,0.125,0.105,1,"Non-migr cDC2","Ms4a4b"
"Ier3",0.00796538572553573,-0.395302028030158,0.332,0.328,1,"Non-migr cDC2","Ier3"
"Apoe.1",0,3.60637779143201,0.813,0.558,0,"MC","Apoe"
"C1qa.1",0,3.59186303507486,0.771,0.419,0,"MC","C1qa"
"C1qb.1",0,3.53829511304894,0.82,0.456,0,"MC","C1qb"
"C1qc.1",0,3.23054403375763,0.756,0.28,0,"MC","C1qc"
"Lyz2.1",0,2.94205868335984,0.942,0.71,0,"MC","Lyz2"
"Ctsb.1",0,2.48132643301158,0.992,0.874,0,"MC","Ctsb"
"Ms4a7.1",0,2.4062397433175,0.664,0.148,0,"MC","Ms4a7"
"Ctsd.1",0,2.36095551423756,0.872,0.509,0,"MC","Ctsd"
"Tgfbi.1",0,2.34774043386479,0.948,0.526,0,"MC","Tgfbi"
"Cd14.1",0,2.33184855363367,0.753,0.29,0,"MC","Cd14"
"Lst1.1",0,2.14555708530438,0.943,0.56,0,"MC","Lst1"
"Ccl2.1",0,2.1023409266401,0.45,0.126,0,"MC","Ccl2"
"Mafb.1",0,2.04756803308367,0.675,0.094,0,"MC","Mafb"
"Fth1",0,2.0349068937003,1,1,0,"MC","Fth1"
"Ccl12.1",0,1.99585820743393,0.295,0.066,0,"MC","Ccl12"
"Aif1.1",0,1.84302063954563,0.906,0.689,0,"MC","Aif1"
"Ly6i.1",0,1.80383085520287,0.708,0.444,0,"MC","Ly6i"
"Fcer1g.1",0,1.77986274733336,1,0.936,0,"MC","Fcer1g"
"Cyp4f18.1",0,1.75526234288017,0.693,0.149,0,"MC","Cyp4f18"
"Lgmn.1",0,1.74771944888159,0.946,0.732,0,"MC","Lgmn"
"Ccrl2.1",0,1.74507924890636,0.832,0.531,0,"MC","Ccrl2"
"Fcgr2b.1",0,1.73655854074624,0.815,0.265,0,"MC","Fcgr2b"
"Il1rn.1",0,1.72469358019157,0.848,0.565,0,"MC","Il1rn"
"Sgk1.1",0,1.71029105971593,0.658,0.232,0,"MC","Sgk1"
"Ctss.1",0,1.70627371121284,1,0.99,0,"MC","Ctss"
"Fcgr4.1",0,1.67621681055616,0.656,0.161,0,"MC","Fcgr4"
"Cstb.1",0,1.64386853292908,0.966,0.886,0,"MC","Cstb"
"Plin2.1",0,1.63294031347569,0.811,0.466,0,"MC","Plin2"
"Clec4a3.1",0,1.56801678159091,0.806,0.312,0,"MC","Clec4a3"
"Cebpb.1",0,1.56065586037986,0.71,0.138,0,"MC","Cebpb"
"Msrb1.1",0,1.55475960361451,0.869,0.591,0,"MC","Msrb1"
"Csf1r.1",0,1.54946005428329,0.781,0.214,0,"MC","Csf1r"
"Pla2g7.1",0,1.54681087283486,0.5,0.061,0,"MC","Pla2g7"
"Tlr2.1",0,1.53795270239889,0.724,0.243,0,"MC","Tlr2"
"Capg.1",0,1.50784742827772,0.671,0.327,0,"MC","Capg"
"AF251705",0,1.48818636004072,0.921,0.482,0,"MC","AF251705"
"Ly6c2.1",0,1.48569033769816,0.691,0.413,0,"MC","Ly6c2"
"Grn.1",0,1.48503182187634,0.949,0.704,0,"MC","Grn"
"Fos",0,1.47970767388997,0.922,0.673,0,"MC","Fos"
"Psap.1",0,1.47855938865634,0.999,0.972,0,"MC","Psap"
"Fcgr1.1",0,1.47127364681374,0.705,0.256,0,"MC","Fcgr1"
"C3.1",0,1.45967563709395,0.596,0.12,0,"MC","C3"
"Rnf149",0,1.43733483390969,0.857,0.462,0,"MC","Rnf149"
"Fcgr3.1",0,1.43063729409924,0.627,0.125,0,"MC","Fcgr3"
"Lgals3.1",0,1.41643262678014,0.988,0.961,0,"MC","Lgals3"
"Gngt2.1",0,1.40202626574616,0.93,0.688,0,"MC","Gngt2"
"Zeb2.1",0,1.39856903475591,0.819,0.327,0,"MC","Zeb2"
"C3ar1.1",0,1.39011802195081,0.537,0.057,0,"MC","C3ar1"
"Ms4a6c",0,1.37589628705441,0.949,0.622,0,"MC","Ms4a6c"
"Ms4a6d.1",0,1.374407363436,0.841,0.41,0,"MC","Ms4a6d"
"Prdx5",0,1.370867653959,0.941,0.779,0,"MC","Prdx5"
"Ccl9.1",0,1.35106480901556,0.502,0.243,0,"MC","Ccl9"
"Cd68",0,1.32350418292768,0.917,0.636,0,"MC","Cd68"
"Clec4e.1",0,1.32125302073439,0.322,0.055,0,"MC","Clec4e"
"Ier3.1",0,1.30805101901792,0.516,0.261,0,"MC","Ier3"
"Cybb",0,1.29468077617585,0.893,0.504,0,"MC","Cybb"
"Trem2.1",0,1.29251329975032,0.382,0.058,0,"MC","Trem2"
"Cd72",0,1.29235004228485,0.691,0.44,0,"MC","Cd72"
"Itm2b.1",0,1.28527316368968,0.997,0.982,0,"MC","Itm2b"
"Ctsc.1",0,1.27421657309533,0.891,0.705,0,"MC","Ctsc"
"F10.1",0,1.24590506246291,0.353,0.049,0,"MC","F10"
"Lgals3bp.1",0,1.23350871748035,0.814,0.52,0,"MC","Lgals3bp"
"Plaur",0,1.19344445459617,0.695,0.295,0,"MC","Plaur"
"Fam26f.1",0,1.1826421090183,0.555,0.235,0,"MC","Fam26f"
"Fyb.1",0,1.15527075276854,0.74,0.353,0,"MC","Fyb"
"Pltp.1",0,1.15270742368877,0.67,0.329,0,"MC","Pltp"
"Sod2.1",0,1.15075275788021,0.706,0.509,0,"MC","Sod2"
"Sdcbp.1",0,1.14993765222352,0.947,0.751,0,"MC","Sdcbp"
"Sat1.1",0,1.14014976786495,0.958,0.857,0,"MC","Sat1"
"Tgm2",0,1.13159575306618,0.724,0.38,0,"MC","Tgm2"
"Ccl6.1",0,1.12852093128872,0.509,0.26,0,"MC","Ccl6"
"Sirpb1c",0,1.12754063601354,0.581,0.144,0,"MC","Sirpb1c"
"Ftl1.1",0,1.12450755795805,1,1,0,"MC","Ftl1"
"Cfb.1",0,1.10845989691748,0.494,0.12,0,"MC","Cfb"
"Thbs1.1",0,1.10549521839196,0.287,0.043,0,"MC","Thbs1"
"Hexb",0,1.10032592309842,0.846,0.586,0,"MC","Hexb"
"Cebpa.1",0,1.09445514445372,0.508,0.137,0,"MC","Cebpa"
"Slc11a1.1",0,1.09001281937991,0.48,0.057,0,"MC","Slc11a1"
"Hexa",0,1.08398176654862,0.881,0.651,0,"MC","Hexa"
"Clec4a1",0,1.0799940707668,0.598,0.257,0,"MC","Clec4a1"
"Osm.1",0,1.07005119231749,0.565,0.316,0,"MC","Osm"
"Timp2.1",0,1.06960664643566,0.453,0.096,0,"MC","Timp2"
"Acp5.1",0,1.06712794132173,0.588,0.305,0,"MC","Acp5"
"Lilrb4a.1",0,1.04521507514505,0.847,0.519,0,"MC","Lilrb4a"
"Ccr2",0,1.0420629778456,0.607,0.29,0,"MC","Ccr2"
"Irg1.1",0,1.03553391927932,0.289,0.034,0,"MC","Irg1"
"Cndp2.1",0,1.02316255153807,0.632,0.323,0,"MC","Cndp2"
"Ninj1.1",0,1.01996215467674,0.684,0.411,0,"MC","Ninj1"
"Adgre1.1",0,1.01864603811954,0.447,0.073,0,"MC","Adgre1"
"Klra2.1",0,1.00227225083411,0.403,0.061,0,"MC","Klra2"
"Ctsa",0,0.967553619458469,0.872,0.555,0,"MC","Ctsa"
"Klf4",0,0.960750209070468,0.721,0.453,0,"MC","Klf4"
"Tyrobp",0,0.958755984235399,1,0.981,0,"MC","Tyrobp"
"Nr1h3.1",0,0.956698920142739,0.418,0.062,0,"MC","Nr1h3"
"Mpeg1.1",0,0.95118323698217,0.82,0.473,0,"MC","Mpeg1"
"Cx3cr1.1",0,0.949569510226915,0.405,0.084,0,"MC","Cx3cr1"
"Ifi204.1",0,0.944819238928091,0.686,0.358,0,"MC","Ifi204"
"Rab20.1",0,0.944317261949165,0.593,0.223,0,"MC","Rab20"
"Il1b.1",0,0.944224989790601,0.968,0.887,0,"MC","Il1b"
"Nupr1.1",0,0.937232821625456,0.645,0.281,0,"MC","Nupr1"
"Sepp1.1",0,0.929450131033771,0.379,0.109,0,"MC","Sepp1"
"Mmp14.1",0,0.924493996756504,0.499,0.119,0,"MC","Mmp14"
"Ifi27l2a.1",0,0.911357558179988,0.985,0.936,0,"MC","Ifi27l2a"
"Slc15a3",0,0.910925379990124,0.731,0.425,0,"MC","Slc15a3"
"Ms4a6b",0,0.909018036131371,0.798,0.523,0,"MC","Ms4a6b"
"AB124611",0,0.908716952700713,0.638,0.306,0,"MC","AB124611"
"Sirpa",0,0.907799929426441,0.722,0.379,0,"MC","Sirpa"
"Lair1.1",0,0.897832608627536,0.554,0.221,0,"MC","Lair1"
"Rtp4.1",0,0.887118194454748,0.735,0.443,0,"MC","Rtp4"
"Lilr4b.1",0,0.886338759743266,0.657,0.358,0,"MC","Lilr4b"
"Gm10116.1",0,0.884096363367801,0.893,0.755,0,"MC","Gm10116"
"Aprt",0,0.866453559277487,0.689,0.426,0,"MC","Aprt"
"Clec4a2",0,0.865532663205361,0.405,0.141,0,"MC","Clec4a2"
"Metrnl.1",0,0.855569307115876,0.661,0.415,0,"MC","Metrnl"
"Cd84.1",0,0.852507464242545,0.46,0.099,0,"MC","Cd84"
"Snx5",0,0.848804647599008,0.804,0.582,0,"MC","Snx5"
"Creg1.1",0,0.84041454058148,0.744,0.523,0,"MC","Creg1"
"Apobec1.1",0,0.836237060556131,0.565,0.206,0,"MC","Apobec1"
"Lamp1.1",0,0.833340345183321,0.953,0.783,0,"MC","Lamp1"
"Lamp2.1",0,0.831934564049727,0.795,0.541,0,"MC","Lamp2"
"Ms4a4c",0,0.830529453994031,0.881,0.67,0,"MC","Ms4a4c"
"C5ar1.1",0,0.830284871097247,0.308,0.025,0,"MC","C5ar1"
"Tpi1.1",0,0.815381045855783,0.676,0.45,0,"MC","Tpi1"
"Slc43a2",0,0.813864686059107,0.51,0.19,0,"MC","Slc43a2"
"Cd300lf",0,0.813736333078891,0.481,0.194,0,"MC","Cd300lf"
"Ctsl.1",0,0.804390040323382,0.474,0.161,0,"MC","Ctsl"
"Wfdc17.1",0,0.803665398889267,0.847,0.598,0,"MC","Wfdc17"
"Lrp1",0,0.800336821609355,0.455,0.122,0,"MC","Lrp1"
"Pilra",0,0.79580339707661,0.322,0.059,0,"MC","Pilra"
"Cyba.1",0,0.790216391120431,1,0.995,0,"MC","Cyba"
